Category,"Category Id","Manufacture Code","Product Name","Product Code","Manufacture Name","Short Description","Unit Measure",Weight,"Stock Qty",ExTax,IncTax,GTIN,RRP,Specification,Overview,Image
"Laser Mono Printer",1720,P3145DN,"Kyocera Ecosys P3145DN printer - 1102TT3AS0",PTKP3145DN,Kyocera,"Kyocera Ecosys P3145DN printer - 1102TT3AS0",Unit,45,0,699,768.9,00632983051078,1059.00,,"Kyocera Ecosys P3145DN printer - 1102TT3AS0",
"Laser Mono Printer",1720,P3150DN,"Kyocera P3150DN Laser - 1102TS3AS0",PTKP3150DN,Kyocera,"Kyocera P3150DN Laser - 1102TS3AS0",Box,25,0,855,940.5,00632983051061,1259.00,,"
	Kyocera P3150DN Laser - 1102TS3AS0
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6055786551633413092.jpg
"Laser Mono Printer",1720,P3155DN,"Kyocera P3155DN Laser Printer - 1102TR3AS0",PTKP3155DN,Kyocera,"Kyocera P3155DN Laser Printer - 1102TR3AS0",Box,25,0,1069,1175.9,00632983051054,1589.00,,"
	Kyocera P3155DN Laser Printer - 1102TR3AS0
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2503398121633412918.jpg
"Laser Mono Printer",1720,"P3260DN ","Kyocera P3260DN Laser Printer - 1102WD3AS0",PTKP3260DN,Kyocera,"Kyocera P3260DN Laser Printer - 1102WD3AS0",Box,25,0,1299,1428.9,00632983059036,2019.00,,"
	Kyocera P3260DN Laser Printer - 1102WD3AS0
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_1002886791633412982.jpg
"Laser Mono Printer",1720,P4060DN,"Kyocera P4060DN Mono Laser Printer - 1102RS3AU0",PTKP4060DN,Kyocera,"Kyocera P4060DN Mono Laser Printer - 1102RS3AU0",Box,40,0,4699,5168.9,00632983039113,7239.00,,"Kyocera P4060DN Mono Laser Printer - 1102RS3AU0",
"Laser Mono Printer",1720,P4140DN,"Kyocera ECOSYS P4140dn A3 Mono Laser Printer",PTKP4140DN,Kyocera,"Kyocera P4140DN Mono Laser Printer ",Box,40,0,1519,1670.9,00632983061169,2289.00,,"
	Kyocera P4140DN Mono Laser Printer
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_368245571633413032.jpg
"Laser Mono Printer",1720,"PA3500X ","Kyocera ECOSYS PA3500X A4 Mono Laser Printer",PTKPA3500X,Kyocera,"Kyocera ECOSYS PA3500X A4 Mono Laser Printer",Unit,13,1,225,247.5,632983094013,,"
	General type
	Monochrome printer for A4 format

	Engine speed
	Up to 35 pages A4 per minute

	Warm-up time
	Approx. 15 seconds or less from switching on

	Power consumption
	Printing: 481.3 W, Ready mode: 6 W, Sleep mode: 0.3 W

	Warranty
	2YR Return To Base

	Input capacity
	100-sheet multi-purpose compartment; 60 &ndash; 220 g/m&sup2;; A4, A5, A6, custom (70 x 148 &ndash; 216 x 356 mm). 250-sheet universal cassette; 60 &ndash; 163 g/m&sup2;; A4, A5, A6, custom (105 x 148 &ndash; 216 x 356 mm).

	Max. input capacity with options
	850 sheets

	Duplex unit
	Duplex functionality as standard. Double-sided printing: 60 &ndash; 163 g/m&sup2;; A4, A5, custom (135 &times; 210 - 216 &times; 356 mm).

	Max. output capacity
	Max. 250 sheets face-down

	Processor
	1.0GHz

	Applicable OS (Print)

	All current Windows operating systems, MAC OS X Version 10.9 or higher, Chrome OS, as well as other operating systems on request

	Fonts
	93 outline fonts (PCL6, KPDL3), 4 fonts (Calibri), 4 fonts (Cambria), 1 Bitmap font, 45 one-dimensional barcodes (e.g. EAN-8, EAN-13, EAN-128), as well as support for two-dimensional barcodes PDF417 under PRESCRIBE (PCL and other barcodes available an option)

	Features
	&ldquo;Proof and hold&rdquo;*, Job storage*, Quick copy*, Private print*, Data storage method with PIN code or password*, Internet printing IPP 1.0, E-mail printing, WSD Print, EcoPrint - toner save mode, AirPrint, Mopria, Microsoft Universal Print, Job batch output, Image Refinement, Pull print, VPSX, IPP PIN Print, Kyocera Cloud Access, optional Kyocera Cloud Print and Scan selected function integration. *Optional SD/SDHC memory card is required.
","
	Kyocera ECOSYS PA3500X A4 Mono Laser Printer

	
	ECOSYS PA3500x
	
	The PA3500x combines high performance with a compact design. Boasting impressive print speeds, standard duplex functionality, and enhanced memory, it&rsquo;s the ideal productivity partner for any office environment.

	
		High printing resolution of up to 1200 dpi
	
		Up to 2 optional paper feeders for a total of 850 sheets
	
		Safety of sensitive data with enhanced security features
	
		Integration of personal cloud storage services
	
		Compatible with Microsoft Universal Print for seamless printing

",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_9939497611749626039.jpg
"Laser Mono Printer",1720,PA4500X,"Kyocera ECOSYS PA4500X Laser Printer",PTKPA4500X,Kyocera,"Kyocera PA4500X Laser Printer",Box,30,0,717,788.7,,,,"Kyocera PA4500X Laser Printer",
"Laser Mono Printer",1720,PA5000X,"Kyocera PA5000X Laser Printer",PTKPA5000X,Kyocera,"Kyocera PA5000X Laser Printer",Box,30,0,885,973.5,,,,"Kyocera PA5000X Laser Printer",
"Laser Mono Printer",1720,PA5500X,"Kyocera ECOSYS PA5500X Laser Printer",PTKPA5500X,Kyocera,"Kyocera PA5500X Laser Printer",Box,30,0,1113,1224.3,,,,"Kyocera PA5500X Laser Printer",
"Laser Mono Printer",1720,PA6000X,"Kyocera ECOSYS PA6000X Laser Printer",PTKPA6000X,Kyocera,"Kyocera PA6000X Laser Printer",Box,30,0,1349,1483.9,,,,"Kyocera PA6000X Laser Printer",
"Memory Card reader",3560,CR402,"Simplecom CR402 USB-C & USB-A SD/MicroSD Card Reader ",MEMRORCR402,Simplecom,"Simplecom CR402 USB-C & USB-A SD/MicroSD Card Reader ",Unit,1,0,14,15.4,,,,"Simplecom CR402 USB-C & USB-A SD/MicroSD Card Reader ",
"Memory Card reader",3560,ORICO-CRS21-BK,"ORICO CRS21 USB3.0 TF/SD Card Reader-Black",MEMROCRS21-BK,ORICO,"ORICO USB3.0 TF/SD Card Reader-Black ",Unit,0.5,0,13,14.3,06954301185956,29.00,,"
	ORICO USB3.0 TF/SD Card Reader-Black
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_3892540951596419326.jpg
"MicroSD Card",3555,BMMS100128G-RGX,"Biwin MS100 128GB C10 U3 V30 A1 UHS-I microSD Card",SDMC128BMS100,,"Biwin MS100 128GB C10 U3 V30 A1 UHS-I microSD Card",Unit,0.2,0,11,12.1,6955914626591,,,"Biwin MS100 128GB C10 U3 V30 A1 UHS-I microSD Card",
"MicroSD Card",3555,BMMS100256G-RGX,"Biwin MS100 256G microSD3.0 Read & Write Speed up to 100MB/s & 50MB/s",SDMC256BMS100,Other,"Biwin MS100 256G microSD3.0 Read & Write Speed up to 100MB/s & 50MB/s",Unit,0.5,0,25,27.5,6955914626607,,,"Biwin MS100 256G microSD3.0 Read & Write Speed up to 100MB/s & 50MB/s",
"MicroSD Card",3555,FM201,"PROLINK FM201 COMPACT FLASH RADIO CARD",CFFM201,Prolink,,Unit,1,16,19,20.9,,29.00,"Coming Soon","Coming Soon",
"MicroSD Card",3555,MMC256T,"TWINMOS 256MB MULTI MEDIA CARD",MMC256T,Generic,,Unit,0.3,1,5,5.5,,9.00,"Coming Soon","Coming Soon",
"MicroSD Card",3555,MMCM256T,"TWINMOS 256MB MMC MOBILE (DUAL VOLTAGE)",MMCM256T,Generic,"TWINMOS 256MB MMC MOBILE (DUAL VOLTAGE)",Unit,0.3,1,5,5.5,,9.00,"
	Coming Soon
","
	Coming Soon
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_7906656651533710714.jpg
"MicroSD Card",3555,SDCS2/128G,"Kingston 128GB SDCS2/128G Micro SD + Adapter",SDMC128KS-CS2,Kingston,"KINGSTON 128GB SDCS2/128G Micro SD + Adapter",Unit,0.3,3,16,17.6,00740617298703,49.00,,"
	KINGSTON 128GB SDCS2/128G Micro SD + Adapter
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2172076351649825453.jpg
"MicroSD Card",3555,SDCS2/256GB,"Kingston SDCS2/256GB 256GB Micro SD Card + SD Adapter",SDMC256KS-CS2,Kingston,"Kingston SDCS2/256GB 256GB Micro SD Card + SD Adapter",Unit,0.3,6,32,35.2,00740617298710,,,"Kingston SDCS2/256GB 256GB Micro SD Card + SD Adapter",
"MicroSD Card",3555,SDCS2/64GB,"Kingston 64GB SDCS2/64GB Micro SD + Adapter",SDMC64KS-CS2,Kingston,"KINGSTON 64GB SDCS2/64GB Micro SD + Adapter  ",Unit,0.3,15,9,9.9,00740617298697,19.00,,"
	KINGSTON 64GB SDCS2/64GB Micro SD + Adapter
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_9553074321621322983.jpg
"MicroSD Card",3555,WDD128G1P0C,"WD Purple 128 GB MicroSD - WDD128G1P0C",SDMC128W,WD,"WD Purple 128 GB MicroSD - WDD128G1P0C",Unit,0.5,0,42,46.2,00718037874937,69.00,,"
	WD Purple 128 GB MicroSD - WDD128G1P0C
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_3151535411608700640.jpg
"MicroSD Card",3555,WDD256G1P0C-85AEL0,"WD WDD256G1P0C-85AEL0 256GB Purple microSD",SDMC256W,WD,"WD WDD256G1P0C-85AEL0 256GB Purple microSD",Unit,0.5,0,89,97.9,00718037874951,,,"WD WDD256G1P0C-85AEL0 256GB Purple microSD",
"Mini Computer",140,"Cubi 5 12M-007BAU_16G_500G","MSI Cubi 5 12M-007BAU i7 Mini PC + 16G Ram + 500G SSD",SYSMC512M007B,MSI,"MSI Cubi 5 12M-007BAU i7 Mini PC + 16G Ram + 500G SSD Bundle.  ",none,4,-1,699,768.9,,,,"
	MSI Cubi 5 12M-007BAU i7 Mini PC + 16G Ram + 500G SSD Bundle Kit

	This is a bundle kit unassembled and supplied as parts.&nbsp; &nbsp;The kit contains: 1x barebone PC + 1x 16G DDR4 Sodimm + 1x 500G SSD.&nbsp; &nbsp; Simple assembly required.&nbsp; &nbsp;Add version of Windows required to complete a full working PC.

	&nbsp;

	&nbsp;

	&nbsp;
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6857791791703116797.jpg
"Mini Computer",140,"Cubi 5 12M-009BAU_16G_500G","MSI Cubi 5 12M-009BAU i3 + 16G Ram + 500GB SSD Bundle",SYSMC512M009B,MSI,"MSI Cubi 5 12M-009BAU + 16G Ram + 500GB SSD Bundle",Unit,4,0,499,548.9,NULL,,,"
	MSI Cubi 5 12M-009BAU + 16G Ram + 500GB SSD Bundle
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6857791791703116797.jpg
"Mini Computer (Barebone)",145,"Cubi 5 12M-007BAU","MSI Cubi 5 12M-007BAU mini barebone PC i7-1255U Wifi6 3Y",SYSMC512M007,MSI,"MSI Cubi 5 12M-007BAU mini barebone PC.  Intel Core i7-1255U CPU, 1x M.2 & 1x 2.5"", 2x sodimm, Wifi6 3Y",Unit,3,0,579,636.9,4711377028981,,,"
	MSI Cubi 5 12M-007BAU mini barebone PC i7-1255U Wifi6 3Y

	&nbsp;

	&nbsp;
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6857791791703116797.jpg
"Mini Computer (Barebone)",145,"Cubi 5 12M-008BAU","MSI Cubi 5 12M-008BAU mini barebone PC i5-1235U wifi6 3Y",SYSMC512M008,MSI,"MSI Cubi 5 12M-008BAU mini barebone PC i5-1235U wifi6 3Y",Unit,3,8,449,493.9,4711377028998,99.00,,"
	MSI Cubi 5 12M-008BAU mini barebone PC i5-1235U wifi6 3Y
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6857791791703116797.jpg
"Mini Computer (Barebone)",145,"Cubi 5 12M-008BAU_16G_500G","MSI Cubi 5 12M-008BAU i5 Mini PC + 16G Ram + 500G SSD",SYSMC512M008B,MSI,"MSI Cubi 5 12M-008BAU i5 Mini PC + 16G Ram + 500G SSD",none,4,0,615,676.5,,,,"
	MSI Cubi 5 12M-008BAU i5 Mini PC + 16G Ram + 500G SSD

	This is a bundle kit unassembled and supplied as parts.&nbsp; &nbsp;The kit contains: 1x&nbsp;barebone PC + 1x 16G DDR4 Sodimm + 1x 500G SSD.&nbsp; &nbsp; Simple assembly required.&nbsp; &nbsp;Add version of Windows required to complete a full working PC.

	&nbsp;

	&nbsp;
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6857791791703116797.jpg
"Mini Computer (Barebone)",145,"Cubi 5 12M-009BAU","MSI Cubi 5 12M-009BAU mini barebone PC i3-1215U wifi 6 3Y",SYSMC512M009,MSI,"MSI Cubi 5 12M-009BAU mini barebeon PC i3-1215U wifi 6 3Y",Unit,3,0,362,398.2,4711377029018,,,"
	MSI Cubi 5 12M-009BAU mini barebeon PC i3-1215U wifi 6 3Y
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6857791791703116797.jpg
"Mini Computer (Barebone)",145,"Cubi 5 12M-200BAU","MSI Cubi 5 12M-200BAU mini barebone PC i7-1255U wifi 6 3Y",SYSMC5-200B,MSI,"MSI Cubi 5 12M-200BAU Mini PC barebone Intel Core?? i7-1255U 2xDDR4 upto 64GB, Intel Iris Xe Graphics 1x M.2,1x2.5'SSD, 1xHDMI,1xDP 2xUSB3.2, 2xRJ45",Unit,2,29,559,614.9,4711377136273,802.00,,"
	MSI Cubi 5 12M-200BAU Mini PC barebone Intel Core?? i7-1255U 2xDDR4 upto 64GB, Intel Iris Xe Graphics 1x M.2,1x2.5&#39;SSD, 1xHDMI,1xDP 2xUSB3.2, 2xRJ45
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6857791791703116797.jpg
"Mini Computer (Barebone)",145,"Cubi 5 12M-201BAU","MSI Cubi 5 12M-201BAU mini barebone PC i5-1235U wifi 6 3Y",SYSMC5-201B,MSI,"MSI Cubi 5 12M-201BAU Mini PC barebone Intel Core?? i5-1235U 2xDDR4 upto 64GB, Intel Iris Xe Graphics 1x M.2,1x2.5'SSD, 1xHDMI,1xDP 2xUSB3.2, 2xRJ45",Unit,3,0,479,526.9,NULL,642.00,,"
	MSI Cubi 5 12M-201BAU Mini PC barebone Intel Core?? i5-1235U 2xDDR4 upto 64GB, Intel Iris Xe Graphics 1x M.2,1x2.5&#39;SSD, 1xHDMI,1xDP 2xUSB3.2, 2xRJ45
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6857791791703116797.jpg
"Mini Computer (Barebone)",145,"Cubi 5 12M-202BAU","MSI Cubi 5 12M-202BAU mini barebone PC i3-1215U wifi 6 3Y",SYSMC5-202B,MSI,"MSI Cubi 5 12M-202BAU Mini PC barebone. Intel Core i3-1215U 2xDDR4 upto 64GB, Intel Iris Xe Graphics 1x M.2,1x2.5'SSD, 1xHDMI,1xDP,2xUSB3.2, 2xRJ45",Unit,3,1,325,357.5,NULL,482.00,,"
	MSI Cubi 5 12M-202BAU Mini PC barebone&nbsp;
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6857791791703116797.jpg
"Mini Computer (Barebone)",145,"Cubi N ADL S-209BAU","MSI Cubi N ADL S-209BAU Mini barebone PC Cel N100 DDR4 M.2 3YR",SYSMNADLS-209BA,MSI,"MSI Cubi N ADL S-209BAU Mini barebone PC Cel N100 DDR4 M.2 3YR",Unit,3,0,236,259.6,NULL,,,"MSI Cubi N ADL S-209BAU Mini barebone PC Cel N100 DDR4 M.2 3YR",
"Mini Computer (Barebone)",145,"Cubi N ADL-035BAU","MSI Cubi N ADL-035BAU Mini barebone PC Cel N100 M.2 DDR4",SYSMNADL-035B,MSI,"MSI Cubi N ADL-035BAU Mini PC barebone Intel Celeron N100 1xDDR4 upto16GB, Intel Iris Xe Graphics 1x M.2,1x2.5'SSD, 1xHDMI, 1xDP 2xUSB3.2, 2xRJ45",Unit,3,0,229,251.9,,300.00,,"
	MSI Cubi N ADL-035BAU Mini PC barebone Intel Celeron N100 1xDDR4 upto16GB, Intel Iris Xe Graphics 1x M.2,1x2.5&#39;SSD, 1xHDMI, 1xDP 2xUSB3.2, 2xRJ45
",https://www.compuworld.com.au/app/webroot/stuff/product_image/MSI_Cubi-N-ADL.jpg
"Mini Computer (Barebone)",145,"Cubi NUC 1M-001BAU","MSI Cubi NUC 1M-001BAU mini barebone PC Intel Core 7, DDR5",SYSMC1M001,MSI,"MSI Cubi NUC 1M-001BAU mini barebone PC Intel Core 7, DDR5",Unit,2,0,725,797.5,4711377235341,99.00,,"
	MSI Cubi NUC 1M-001BAU mini barebone PC Intel Core 7, DDR5
",https://www.compuworld.com.au/app/webroot/stuff/product_image/MSI_Cubi_1M.jpg
"Mini Computer (Barebone)",145,"Cubi NUC 1M-002BAU","MSI Cubi NUC 1M-002BAU mini barebone PC Intel Core 5, DDR5",SYSMC1M002,MSI,"MSI Cubi NUC 1M-002BAU mini barebone PC Intel Core 5, DDR5",Unit,2,0,599,658.9,4711377235358,,,"
	MSI Cubi NUC 1M-002BAU mini barebone PC Intel Core 5, DDR5
",https://www.compuworld.com.au/app/webroot/stuff/product_image/MSI_Cubi_1M.jpg
"Mini Computer (Barebone)",145,"Cubi NUC 1M-003BAU","MSI Cubi NUC 1M-003BAU mini barebone PC Intel Core 3, DDR5",SYSMC1M003,MSI,"MSI Cubi NUC 1M-003BAU mini barebone PC Intel Core 3, DDR5",Unit,2,1,499,548.9,4711377235365,,"
	Redeem 1TB SSD + $50 E-Gift card&nbsp;with Selected MSI Cubi Mini PC

	Redeem online after purchase:&nbsp;&nbsp;&nbsp;https://au.msi.com/Promotion/AUCubiNUCpromotion

	T&amp;C applies.&nbsp; &nbsp;Valid betwen 21/08/2024 ~ 30/09/2024

	&nbsp;
","
	MSI Cubi NUC 1M-003BAU mini barebone PC Intel Core 3, DDR5
",https://www.compuworld.com.au/app/webroot/stuff/product_image/MSI_Cubi_1M.jpg
"Mini Computer (Barebone)",145,"Cubi NUC 1M-016BAU","MSI Cubi NUC 1M-016BAU miniPC barebone Core 5-120U, D5 ,2*M.2, Wifi6, 3Y",SYSMC-016BAU,MSI,"MSI Cubi NUC 1M-016BAU miniPC Barebone, Black, Core 5-120U/Up to DDR5/2*M.2/2*HDMI/2*TBT/2*LAN/Wifi6/Card Reader/Switch Cable/3Y",Unit,2,0,639,702.9,4711377225823,772.20,,"
	MSI Cubi NUC 1M-016BAU miniPC Barebone, Black, Core 5-120U/Up to DDR5/2*M.2/2*HDMI/2*TBT/2*LAN/Wifi6/Card Reader/Switch Cable/3Y
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_9192320041749798539.jpg
"Mini Computer (Barebone)",145,"Cubi NUC 1M-017BAU ","MSI Cubi NUC 1M-017BAU miniPC barebone Core 3-100U, D5 ,2*M.2, Wifi6, 3Y",SYSMC-017BAU,MSI,"MSI Cubi NUC 1M-017BAU miniPC barebone, Black, Core 3-100U/Up to DDR5/2*M.2/2*HDMI/2*TBT/2*LAN/Wifi6/Card Reader/Switch Cable/3Y",Unit,2,4,476,523.6,4711377235396,624.00,,"MSI Cubi NUC 1M-017BAU miniPC barebone, Black, Core 3-100U/Up to DDR5/2*M.2/2*HDMI/2*TBT/2*LAN/Wifi6/Card Reader/Switch Cable/3Y",
"Mini Computer (Barebone)",145,"Cubi NUC AI 1UMG-012BAU","MSI Cubi NUC AI 1UMG-012BAU Mini PC Black Barebone, Core Ultra 7 155H, 2x D5 Sodimm, 2x M.2 ",SYSMC-AI-012BAU,MSI,"MSI Cubi NUC AI 1UMG-012BAU Mini PC Black Barebone, Core Ultra 7 155H, 2x D5 Sodimm, 2x M.2 ",Unit,3,0,735,808.5,4711377325882,,,"
	MSI Cubi NUC AI 1UMG-012BAU Mini PC Black Barebone, Core Ultra 7 155H, 2x D5 Sodimm, 2x M.2
",
"Mini Computer (Barebone)",145,"Cubi NUC AI 1UMG-013BAU","MSI Cubi NUC AI 1UMG-013BAU Mini PC Black Barebone, Core Ultra 5 125H, 2x D5 Sodimm, 2x M.2 ",SYSMC-AI-013BAU,MSI,"MSI Cubi NUC AI 1UMG-013BAU Mini PC Black Barebone, Core Ultra 5 125H, 2x D5 Sodimm, 2x M.2 ",Unit,3,0,605,665.5,4711377325899,,,"
	MSI Cubi NUC AI 1UMG-013BAU Mini PC Black Barebone, Core Ultra 5 125H, 2x D5 Sodimm, 2x M.2
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6084654671756881640.png
"Mini Computer (Barebone)",145,"PRO DP10 13M-019BAU","MSI PRO DP10 13M-019BAU i7-1360P 3Y Black SFF Barebone",SYSMDP10-019BAU,MSI,"MSI PRO DP10 13M-019BAU i7-1360P 3Y Black SFF Barebone",Box,16,0,849,933.9,4711377070591,,,"
	MSI PRO DP10 13M-019BAU i7-1360P 3Y Black SFF Barebone
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_1199255711702434195.jpg
"Mini Computer (Barebone)",145,"PRO DP10 13M-020BAU","MSI PRO DP10 13M-020BAU i5-1340P 3Y Black SFF Barebone",SYSMDP10-020BAU,MSI,"MSI PRO DP10 13M-020BAU i5-1340P 3Y Black SFF Barebone",Box,16,0,669,735.9,,,,"
	MSI PRO DP10 13M-020BAU i5-1340P 3Y Black SFF Barebone
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_1319760201702434398.jpg
"Mini Computer (Barebone)",145,RNUC12WSHI70000,"Intel RNUC12WSHI70000 NUC i7-1260P DDR4 M.2/2.5"" no Cord",RNUC12WSHI70000,Asus,"INTEL NUC MINI KIT, i7-1260P,DDR4(0/2),M.2(0/1),2.5"" (0/1), 2.5GbE,NO PWR CORD,3YR WTY",Unit,4,0,705,775.5,,1000000000.00,,"
	INTEL NUC MINI KIT, i7-1260P,DDR4(0/2),M.2(0/1),2.5&quot; (0/1), 2.5GbE,NO PWR CORD,3YR WTY
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_9291619331711523850.jpg
"MINI ITX",650,"A520I AC","Gigabyte A520I AC mini ITX motherboard",MBGAA520I-AC,Gigabyte,"Gigabyte A520I AC mini ITX motherboard",Unit,2,0,152,167.2,,,,"
	Gigabyte A520I AC mini ITX motherboard
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2323165441732774216.jpg
Mini-ITX,540,CGR-5QM9G,"Cougar DUST 2 IRON GRAY CGR-5QM9G mini ITX Case",CS1DUST2-IG,Cougar,"Cougar DUST 2 IRON GRAY mini ITX Case",Box,15,1,160,176,04710483772948,249.00,,"
	Cougar DUST 2 IRON GRAY mini ITX Case
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_925844681636007620.jpg
"Modem / Filters",3815,"ARCHER VR2100V","TP-Link ARCHER VR2100V AC2100 telephony modem router",FMTL-VR2100V,TP-Link,"TP-Link ARCHER-VR2100V AC2100 telephony modem router ",Unit,2,0,180,198,00845973040475,309.00,,"
	TP-Link ARCHER-VR2100V AC2100 telephony modem router
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_8727642291619757996.jpg
"Modem / Filters",3815,"ARCHER VR2800","TP-Link ARCHER VR2800 AC2800 VDSL/ADSL modem router",FMTL-VR2800,TP-Link,"TP-LINK ARCHER-VR2800 AC2800 VDSL/ADSL MODEM ROUTER",Unit,2,1,305,335.5,06935364096090,389.00,,"
	TP-LINK ARCHER-VR2800 AC2800 VDSL/ADSL MODEM ROUTER
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6016243911646354007.jpg
